#{"t_start": 1753632185.7505076, "env_id": "None"}
r,l,t
179.0,30,87.623618
155.0,30,87.656232
179.0,30,87.695433
179.0,30,87.722591
192.0,30,87.753189
185.0,26,87.776793
179.0,30,87.817304
171.0,30,87.852921
179.0,30,87.89085
134.0,30,87.924591
171.0,30,87.965701
179.0,30,87.99468
179.0,30,88.027317
192.0,30,88.058074
155.0,30,88.100162
139.0,30,88.129348
209.0,26,88.155236
187.0,30,88.188695
171.0,30,88.233835
192.0,30,88.266888
187.0,30,88.30294
174.0,30,88.337412
139.0,30,88.37722
187.0,30,88.407709
142.0,30,88.440752
147.0,30,88.474625
187.0,30,88.523944
179.0,30,88.553103
102.0,16,88.569528
171.0,30,88.601857
139.0,30,88.637084
192.0,30,88.668149
171.0,30,88.696534
187.0,30,88.723691
179.0,30,88.760266
179.0,30,88.805286
182.0,30,88.8461
187.0,30,88.89031
139.0,30,88.952866
179.0,30,89.003245
179.0,30,89.04646
-48.0,30,89.088633
163.0,30,89.136916
171.0,30,89.174875
187.0,30,89.208527
163.0,30,89.244234
187.0,30,89.282284
179.0,30,89.317295
179.0,30,89.347384
187.0,30,89.381469
163.0,30,89.416769
192.0,30,89.452139
187.0,30,89.484308
163.0,30,89.521546
179.0,30,89.556859
147.0,30,89.589242
192.0,30,89.621436
192.0,30,89.657267
187.0,30,89.695017
187.0,30,89.732285
179.0,30,89.764619
192.0,30,89.795416
179.0,30,89.838236
192.0,30,89.873828
169.0,30,89.904782
182.0,30,89.939021
187.0,30,89.975452
155.0,30,90.009379
171.0,30,90.041423
71.0,4,90.045663
182.0,30,90.08421
187.0,30,90.11233
171.0,30,90.142944
102.0,30,90.170346
171.0,30,90.208539
131.0,30,90.236054
179.0,30,90.269678
142.0,16,90.28669
143.0,15,90.308818
187.0,30,90.344221
179.0,30,90.375263
179.0,30,90.409642
171.0,30,90.448236
147.0,30,90.478864
171.0,30,90.511673
163.0,30,90.544704
213.0,29,90.585382
119.0,15,90.602007
192.0,30,90.633319
174.0,30,90.666787
139.0,30,90.704401
92.0,7,90.713297
101.0,9,90.72155
182.0,30,90.752974
171.0,30,90.786633
192.0,30,90.821351
179.0,30,90.854116
171.0,30,90.88817
192.0,30,90.923155
171.0,30,90.959581
171.0,30,90.991166
171.0,30,91.022161
171.0,30,91.057849
80.0,6,91.066074
187.0,30,91.09747
187.0,30,91.132014
187.0,30,91.171834
187.0,30,91.208106
174.0,30,91.235489
171.0,30,91.264869
171.0,30,91.305152
114.0,12,91.318732
199.0,23,91.343663
134.0,30,91.378311
163.0,30,91.425668
176.0,19,91.44977
182.0,30,91.479482
192.0,30,91.516101
187.0,30,91.553386
166.0,30,91.587748
179.0,30,91.620155
192.0,30,91.659409
139.0,30,91.71127
187.0,30,91.756647
192.0,30,91.786988
192.0,30,91.819867
179.0,30,91.859731
99.0,8,91.869652
192.0,30,91.905508
131.0,30,91.936555
187.0,30,91.977588
179.0,30,92.009113
187.0,30,92.040583
179.0,30,92.071356
92.0,10,92.08826
163.0,30,92.116187
179.0,30,92.146519
187.0,30,92.174291
147.0,30,92.225544
192.0,30,92.25909
192.0,30,92.300144
171.0,30,92.334758
147.0,30,92.375058
171.0,30,92.406755
179.0,30,92.44006
137.0,30,92.476085
155.0,30,92.522255
171.0,30,92.561111
155.0,30,92.601266
187.0,30,92.636986
187.0,30,92.684397
179.0,30,92.716239
171.0,30,92.751074
173.0,27,92.78488
192.0,30,92.828596
182.0,30,92.864667
179.0,30,92.895292
192.0,30,92.931503
179.0,30,92.972184
57.0,5,92.97688
150.0,30,93.010197
187.0,30,93.038713
179.0,30,93.073527
174.0,30,93.100566
179.0,30,93.128558
139.0,30,93.153462
192.0,30,93.190553
192.0,30,93.216103
192.0,30,93.249014
192.0,30,93.276023
110.0,16,93.297362
174.0,30,93.330505
180.0,28,93.359293
192.0,30,93.389734
147.0,30,93.42987
187.0,30,93.459063
179.0,30,93.493515
166.0,30,93.529634
192.0,30,93.572265
147.0,30,93.64049
56.0,6,93.651006
179.0,30,93.697263
171.0,30,93.773213
155.0,30,93.831857
75.0,11,93.859508
125.0,17,93.92263
155.0,30,93.981364
192.0,25,94.031736
120.0,14,94.050169
187.0,30,94.082139
171.0,30,94.123039
182.0,30,94.153475
179.0,30,94.188092
187.0,30,94.220393
163.0,30,94.264229
187.0,30,94.297296
179.0,30,94.336692
171.0,30,94.368948
192.0,30,94.411115
192.0,30,94.43985
179.0,30,94.473279
163.0,30,94.510622
147.0,30,94.563663
192.0,30,94.597637
139.0,30,94.636525
139.0,30,94.669376
171.0,30,94.709463
192.0,30,94.74163
179.0,30,94.776689
139.0,30,94.80769
179.0,30,94.847451
179.0,30,94.876421
179.0,30,94.90566
92.0,10,94.913977
171.0,30,94.953971
35.0,30,94.986219
101.0,9,94.995074
171.0,30,95.029299
192.0,30,95.07011
170.0,20,95.093466
187.0,30,95.127016
163.0,30,95.158361
191.0,23,95.189527
155.0,30,95.223675
187.0,30,95.25457
150.0,30,95.287137
177.0,21,95.315831
171.0,30,95.348217
166.0,30,95.384404
187.0,30,95.41848
192.0,30,95.459718
192.0,30,95.491869
179.0,30,95.528372
163.0,30,95.56413
187.0,30,95.600909
238.0,30,95.671696
85.0,9,95.701459
179.0,30,95.767484
192.0,30,95.831671
192.0,30,95.951976
179.0,30,95.995579
179.0,30,96.072658
156.0,18,96.099917
179.0,30,96.131376
187.0,30,96.166159
179.0,30,96.199133
187.0,30,96.241787
171.0,30,96.285596
187.0,30,96.328297
171.0,30,96.362611
187.0,30,96.408144
187.0,30,96.451777
179.0,30,96.494908
174.0,30,96.531092
57.0,2,96.539315
187.0,30,96.582959
192.0,30,96.624909
192.0,30,96.654392
171.0,30,96.702196
179.0,30,96.751267
155.0,30,96.784986
128.0,14,96.798686
179.0,30,96.83732
108.0,10,96.84648
179.0,30,96.879855
187.0,30,96.90968
171.0,30,96.950254
174.0,30,96.980974
192.0,30,97.015655
187.0,30,97.042851
174.0,30,97.083027
179.0,30,97.116184
187.0,30,97.154369
187.0,30,97.186343
169.0,26,97.223862
187.0,30,97.256165
163.0,30,97.292208
179.0,30,97.324065
187.0,30,97.364874
85.0,9,97.373644
139.0,30,97.410606
171.0,30,97.447288
179.0,30,97.48324
147.0,30,97.519198
174.0,30,97.555676
171.0,30,97.593473
147.0,30,97.636006
171.0,30,97.671754
192.0,30,97.70173
134.0,30,97.735505
179.0,30,97.774645
171.0,30,97.806506
155.0,30,97.837075
205.0,29,97.869708
171.0,30,97.914819
174.0,30,97.951468
86.0,8,97.959277
192.0,30,97.992926
179.0,30,98.037491
179.0,30,98.071811
179.0,30,98.112651
187.0,30,98.145843
147.0,30,98.184407
179.0,30,98.215991
174.0,30,98.250955
179.0,30,98.283522
187.0,30,98.326426
171.0,30,98.359021
182.0,30,98.393637
179.0,30,98.421074
192.0,30,98.462805
192.0,30,98.495729
169.0,18,98.51713
125.0,17,98.535736
179.0,30,98.576947
187.0,30,98.613089
171.0,30,98.644629
174.0,30,98.677912
192.0,22,98.705327
147.0,30,98.741874
187.0,30,98.774129
179.0,30,98.809746
187.0,30,98.849672
184.0,22,98.874331
192.0,30,98.902841
73.0,5,98.90959
179.0,30,98.945479
187.0,30,98.977109
171.0,30,99.01276
192.0,30,99.045696
192.0,30,99.082901
187.0,30,99.116425
171.0,30,99.155849
147.0,30,99.189948
99.0,11,99.204584
187.0,30,99.242781
111.0,15,99.260618
155.0,30,99.291444
100.0,10,99.311347
187.0,30,99.346283
174.0,30,99.377558
155.0,30,99.406151
171.0,30,99.44741
209.0,26,99.473033
192.0,30,99.506502
99.0,8,99.515476
187.0,30,99.563584
120.0,14,99.579592
179.0,30,99.614068
162.0,20,99.635308
179.0,30,99.677472
179.0,30,99.709655
171.0,30,99.745118
192.0,30,99.774124
192.0,30,99.812595
171.0,30,99.844412
163.0,30,99.876626
171.0,30,99.913576
83.0,30,99.955365
179.0,30,99.987282
179.0,30,100.017828
187.0,30,100.051518
179.0,30,100.088913
163.0,30,100.123728
187.0,30,100.159068
179.0,30,100.200943
179.0,30,100.243315
163.0,30,100.280036
179.0,30,100.315648
192.0,30,100.349232
171.0,30,100.388952
171.0,30,100.419776
139.0,30,100.450488
187.0,30,100.478318
179.0,30,100.518555
163.0,30,100.555133
174.0,30,100.591196
120.0,11,100.601531
192.0,30,100.644873
171.0,30,100.676322
171.0,30,100.710747
163.0,30,100.743877
192.0,30,100.788347
166.0,30,100.826768
192.0,30,100.861929
186.0,23,100.88611
179.0,30,100.922442
179.0,30,100.956812
171.0,30,100.985282
166.0,30,101.018134
163.0,30,101.059271
163.0,30,101.094034
171.0,30,101.124874
187.0,30,101.161053
179.0,30,101.200931
171.0,30,101.239568
179.0,30,101.271037
147.0,30,101.307448
187.0,30,101.347574
155.0,30,101.383362
174.0,30,101.413759
171.0,30,101.448108
187.0,30,101.483846
163.0,30,101.519495
171.0,30,101.703633
177.0,21,101.737079
179.0,30,101.829481
174.0,30,101.894365
147.0,30,101.951565
192.0,30,101.984364
187.0,30,102.022019
148.0,30,102.05305
179.0,30,102.084102
171.0,30,102.114825
192.0,30,102.152056
139.0,30,102.180725
171.0,30,102.212206
233.0,30,102.241931
171.0,30,102.282397
179.0,30,102.313085
192.0,30,102.345692
171.0,30,102.379469
187.0,30,102.418294
171.0,30,102.44546
171.0,30,102.4727
174.0,30,102.497685
192.0,30,102.541617
179.0,30,102.573218
187.0,30,102.603592
192.0,30,102.62941
192.0,30,102.666941
192.0,30,102.699102
199.0,23,102.724146
139.0,30,102.758495
171.0,30,102.803075
187.0,30,102.840589
179.0,30,102.875546
158.0,30,102.908437
179.0,30,102.946443
187.0,30,102.978605
139.0,30,103.007939
187.0,30,103.036241
192.0,30,103.073183
163.0,30,103.10958
179.0,30,103.143409
179.0,30,103.18116
187.0,30,103.224451
187.0,30,103.262099
187.0,30,103.290914
163.0,30,103.321317
187.0,30,103.359896
187.0,30,103.392579
110.0,11,103.401314
179.0,30,103.433247
163.0,30,103.473601
150.0,30,103.506766
179.0,30,103.536413
229.0,29,103.577314
174.0,30,103.620503
192.0,30,103.655633
148.0,15,103.6691
182.0,30,103.702369
192.0,30,103.739438
185.0,21,103.762799
197.0,29,103.794342
171.0,30,103.82511
174.0,30,103.869197
220.0,30,103.902126
139.0,30,103.936676
171.0,30,103.968408
163.0,30,104.010887
179.0,30,104.043645
187.0,30,104.07863
155.0,30,104.11147
126.0,30,104.151434
179.0,30,104.178306
171.0,30,104.216498
141.0,14,104.228873
187.0,30,104.268532
155.0,30,104.298781
187.0,30,104.329514
171.0,30,104.362707
192.0,30,104.404236
192.0,30,104.43858
179.0,30,104.472869
187.0,30,104.506866
152.0,22,104.542993
192.0,30,104.579527
171.0,30,104.618027
163.0,30,104.654541
171.0,30,104.696976
179.0,30,104.729435
182.0,30,104.763433
187.0,30,104.795206
147.0,30,104.837797
162.0,20,104.863627
179.0,30,104.897
179.0,30,104.931513
192.0,30,104.969884
187.0,30,105.003524
142.0,30,105.038172
86.0,8,105.046577
166.0,30,105.087989
129.0,13,105.101734
187.0,30,105.137931
166.0,30,105.176562
63.0,7,105.188469
187.0,30,105.223531
147.0,30,105.256887
163.0,30,105.289253
171.0,30,105.331369
171.0,30,105.367088
155.0,30,105.402191
171.0,30,105.434504
171.0,30,105.474182
129.0,30,105.507711
179.0,30,105.544864
182.0,30,105.579298
187.0,30,105.621291
187.0,30,105.650708
99.0,11,105.661916
169.0,30,105.690304
179.0,30,105.728965
179.0,30,105.767657
155.0,30,105.800697
187.0,30,105.834294
226.0,27,105.861188
192.0,30,105.892737
179.0,30,105.923195
139.0,30,105.956314
187.0,30,105.994737
174.0,30,106.027898
187.0,30,106.059407
179.0,30,106.092447
140.0,18,106.114192
171.0,30,106.149352
171.0,30,106.179932
187.0,30,106.214734
171.0,30,106.251478
179.0,30,106.287281
187.0,30,106.321338
187.0,30,106.357914
166.0,30,106.394222
192.0,30,106.431477
139.0,30,106.463488
192.0,30,106.494673
166.0,30,106.531165
166.0,30,106.568221
179.0,30,106.600222
192.0,30,106.63435
179.0,30,106.672417
171.0,30,106.70577
192.0,30,106.736488
163.0,30,106.769658
192.0,30,106.809411
187.0,30,106.842965
171.0,30,106.874848
199.0,23,106.900513
134.0,30,106.941289
82.0,12,106.955123
147.0,30,106.986448
174.0,30,107.016708
171.0,30,107.053575
192.0,30,107.083256
162.0,20,107.104266
171.0,30,107.134204
238.0,30,107.170401
192.0,30,107.202196
91.0,11,107.215011
171.0,30,107.244029
179.0,30,107.284646
179.0,30,107.316275
192.0,30,107.35071
187.0,30,107.382061
179.0,30,107.421937
171.0,30,107.453414
