#{"t_start": 1753633972.2405934, "env_id": "None"}
r,l,t
58.0,4,132.8104
59.0,3,132.817232
155.0,30,132.867976
179.0,30,132.916641
163.0,30,132.965854
155.0,30,133.019278
147.0,30,133.070577
179.0,30,133.121678
171.0,30,133.168882
192.0,30,133.214735
171.0,30,133.261847
139.0,30,133.46507
155.0,30,133.550385
163.0,30,133.633674
192.0,30,133.704044
187.0,30,133.755443
58.0,4,133.759776
50.0,1,133.765857
192.0,30,133.826086
139.0,30,133.875711
192.0,30,133.932448
50.0,1,133.933461
139.0,30,134.003311
179.0,30,134.059997
187.0,30,134.107655
57.0,2,134.110414
171.0,30,134.161757
147.0,30,134.214194
59.0,3,134.222156
171.0,30,134.276178
58.0,4,134.284276
59.0,3,134.287006
58.0,4,134.295252
55.0,7,134.306056
57.0,2,134.312379
171.0,30,134.371294
139.0,30,134.420786
58.0,4,134.428176
171.0,30,134.477988
179.0,30,134.537862
50.0,1,134.539118
179.0,30,134.601097
179.0,30,134.662074
57.0,5,134.671771
58.0,4,134.680499
57.0,5,134.690262
179.0,30,134.744347
59.0,3,134.747105
192.0,30,134.801906
155.0,30,134.863439
171.0,30,134.919207
187.0,30,134.972028
50.0,1,134.972974
139.0,30,135.024874
179.0,30,135.076377
187.0,30,135.126312
187.0,30,135.178239
192.0,30,135.228278
50.0,1,135.233315
179.0,30,135.28284
59.0,3,135.285451
171.0,30,135.33707
179.0,30,135.385541
187.0,30,135.43267
179.0,30,135.479998
179.0,30,135.527921
192.0,30,135.575128
187.0,30,135.623089
57.0,5,135.631617
192.0,30,135.68709
192.0,30,135.736104
59.0,3,135.742858
179.0,30,135.793911
179.0,30,135.844779
187.0,30,135.893457
187.0,30,135.984715
155.0,30,136.060147
171.0,30,136.146097
187.0,30,136.231065
179.0,30,136.296394
187.0,30,136.340735
171.0,30,136.393818
155.0,30,136.444759
139.0,30,136.496
171.0,30,136.545024
187.0,30,136.589283
187.0,30,136.635402
155.0,30,136.694434
59.0,3,136.696949
179.0,30,136.746576
187.0,30,136.795952
187.0,30,136.849458
192.0,30,136.899671
139.0,30,136.951593
179.0,30,137.002004
139.0,30,137.053262
50.0,1,137.058405
171.0,30,137.107718
58.0,4,137.11107
57.0,5,137.119273
179.0,30,137.168565
155.0,30,137.217979
192.0,30,137.264145
192.0,30,137.309983
147.0,30,137.357244
179.0,30,137.406503
187.0,30,137.455165
171.0,30,137.514454
58.0,4,137.522089
58.0,4,137.529644
155.0,30,137.57899
57.0,2,137.580745
171.0,30,137.633438
147.0,30,137.682705
147.0,30,137.734352
147.0,30,137.786868
58.0,4,137.795621
171.0,30,137.84465
179.0,30,137.89512
179.0,30,137.943656
59.0,3,137.950148
57.0,5,137.958339
57.0,2,137.960135
59.0,3,137.966563
171.0,30,138.013949
187.0,30,138.055518
59.0,3,138.057605
58.0,4,138.063775
179.0,30,138.105159
50.0,1,138.106135
179.0,30,138.154333
192.0,30,138.203163
179.0,30,138.253869
163.0,30,138.302081
192.0,30,138.361513
155.0,30,138.410155
192.0,30,138.46211
179.0,30,138.525304
57.0,2,138.532798
179.0,30,138.603572
57.0,2,138.608556
155.0,30,138.696638
179.0,30,138.779162
147.0,30,138.886474
147.0,30,138.934155
155.0,30,138.983636
59.0,3,138.991016
179.0,30,139.040572
179.0,30,139.090772
59.0,3,139.093303
59.0,3,139.099762
192.0,30,139.149372
59.0,3,139.155986
179.0,30,139.205974
58.0,4,139.209415
192.0,30,139.260045
147.0,30,139.309752
59.0,3,139.322451
179.0,30,139.375353
147.0,30,139.424602
58.0,4,139.431707
57.0,2,139.43345
147.0,30,139.480001
179.0,30,139.528979
155.0,30,139.577194
179.0,30,139.624805
187.0,30,139.674163
192.0,30,139.723289
171.0,30,139.771404
139.0,30,139.825874
50.0,1,139.827279
192.0,30,139.878121
163.0,30,139.926788
155.0,30,139.975027
58.0,4,139.982123
187.0,30,140.026263
58.0,4,140.033815
59.0,3,140.040709
115.0,30,140.090007
58.0,4,140.093733
187.0,30,140.150763
50.0,1,140.157578
147.0,30,140.207613
192.0,30,140.258716
57.0,2,140.26059
163.0,30,140.311024
155.0,30,140.360609
187.0,30,140.412171
179.0,30,140.461893
155.0,30,140.510672
147.0,30,140.558735
171.0,30,140.609084
179.0,30,140.660343
171.0,30,140.709743
163.0,30,140.760092
171.0,30,140.814411
187.0,30,140.862992
179.0,30,140.909868
187.0,30,141.00549
192.0,30,141.082867
58.0,4,141.11088
139.0,30,141.183801
179.0,30,141.278168
187.0,30,141.348938
57.0,2,141.350501
59.0,3,141.357183
179.0,30,141.407346
57.0,5,141.416659
192.0,30,141.467315
192.0,30,141.514079
171.0,30,141.561544
171.0,30,141.611535
192.0,30,141.661639
147.0,30,141.709517
171.0,30,141.758456
171.0,30,141.80936
59.0,3,141.811966
179.0,30,141.864097
58.0,4,141.872121
58.0,4,141.879836
155.0,30,141.929965
139.0,30,141.972127
192.0,30,142.027212
58.0,4,142.034788
171.0,30,142.085325
179.0,30,142.13629
50.0,1,142.137309
187.0,30,142.185996
57.0,5,142.193851
187.0,30,142.242589
163.0,30,142.292148
192.0,30,142.341776
192.0,30,142.391973
57.0,2,142.393742
192.0,30,142.439193
187.0,30,142.486521
155.0,30,142.534609
171.0,30,142.584117
57.0,5,142.592453
192.0,30,142.640674
163.0,30,142.687674
171.0,30,142.740188
179.0,30,142.789943
179.0,30,142.850467
57.0,2,142.856774
163.0,30,142.908804
192.0,30,142.957745
147.0,30,143.007724
179.0,30,143.057146
179.0,30,143.106732
192.0,30,143.158237
171.0,30,143.211407
187.0,30,143.355503
179.0,30,143.431529
179.0,30,143.522327
187.0,30,143.606286
59.0,3,143.608907
59.0,3,143.615843
179.0,30,143.664597
179.0,30,143.709833
59.0,3,143.715362
187.0,30,143.762499
163.0,30,143.813204
179.0,30,143.871759
57.0,2,143.873892
59.0,3,143.880141
192.0,30,143.921153
139.0,30,143.966136
179.0,30,144.011809
58.0,4,144.015127
57.0,5,144.023187
171.0,30,144.071404
139.0,30,144.120156
179.0,30,144.166948
187.0,30,144.214855
139.0,30,144.262767
59.0,3,144.269433
139.0,30,144.317961
187.0,30,144.371358
192.0,30,144.427213
58.0,4,144.434886
155.0,30,144.488364
187.0,30,144.536148
192.0,30,144.586065
58.0,4,144.593554
58.0,4,144.596611
147.0,30,144.645475
171.0,30,144.704343
58.0,4,144.711878
171.0,30,144.756834
50.0,1,144.757822
50.0,1,144.762356
192.0,30,144.813778
58.0,4,144.817434
187.0,30,144.872093
179.0,30,144.914603
58.0,4,144.922119
192.0,30,144.969224
171.0,30,145.011619
179.0,30,145.056312
155.0,30,145.10663
57.0,2,145.11265
179.0,30,145.162292
179.0,30,145.212072
163.0,30,145.25921
59.0,3,145.261367
50.0,1,145.262141
163.0,30,145.308029
179.0,30,145.351819
59.0,3,145.358118
171.0,30,145.40593
179.0,30,145.455607
179.0,30,145.511336
155.0,30,145.560178
58.0,4,145.567273
59.0,3,145.569507
179.0,30,145.609243
58.0,4,145.615126
187.0,30,145.656127
192.0,30,145.715183
187.0,30,145.775215
171.0,30,145.896656
163.0,30,145.968034
187.0,30,146.065317
187.0,30,146.117015
57.0,5,146.125805
57.0,2,146.131327
163.0,30,146.17944
179.0,30,146.222892
59.0,3,146.224999
58.0,4,146.231507
58.0,4,146.23943
171.0,30,146.282333
147.0,30,146.325439
187.0,30,146.372905
57.0,2,146.374414
59.0,3,146.379727
58.0,4,146.385692
187.0,30,146.437852
171.0,30,146.488009
59.0,3,146.490737
192.0,30,146.54227
171.0,30,146.592409
163.0,30,146.639537
171.0,30,146.685659
155.0,30,146.726295
155.0,30,146.772608
171.0,30,146.828762
155.0,30,146.875817
187.0,30,146.923628
58.0,4,146.931429
192.0,30,146.979452
171.0,30,147.02746
58.0,4,147.03495
192.0,30,147.083184
179.0,30,147.13367
179.0,30,147.182109
155.0,30,147.235379
58.0,4,147.243999
139.0,30,147.289072
155.0,30,147.332144
187.0,30,147.380424
179.0,30,147.428883
147.0,30,147.473213
50.0,1,147.474039
179.0,30,147.522777
57.0,2,147.524545
58.0,4,147.532232
155.0,30,147.581118
147.0,30,147.625417
171.0,30,147.673406
139.0,30,147.720665
59.0,3,147.727197
171.0,30,147.771108
171.0,30,147.82343
192.0,30,147.873157
58.0,4,147.876512
179.0,30,147.925885
59.0,3,147.932707
58.0,4,147.940352
155.0,30,147.983601
50.0,1,147.984431
192.0,30,148.029773
187.0,30,148.082241
179.0,30,148.159336
171.0,30,148.22149
187.0,30,148.3148
163.0,30,148.405564
59.0,3,148.414886
179.0,30,148.502277
57.0,5,148.510204
192.0,30,148.555393
192.0,30,148.604457
192.0,30,148.652122
171.0,30,148.699908
187.0,30,148.748282
59.0,3,148.750847
59.0,3,148.757371
50.0,1,148.758298
155.0,30,148.809897
171.0,30,148.86279
163.0,30,148.905042
59.0,3,148.911368
192.0,30,148.961868
155.0,30,149.011471
179.0,30,149.063461
192.0,30,149.112749
187.0,30,149.162056
58.0,4,149.165438
179.0,30,149.213649
192.0,30,149.262075
58.0,4,149.269605
187.0,30,149.318473
163.0,30,149.368368
192.0,30,149.41678
50.0,1,149.417783
58.0,4,149.425345
163.0,30,149.475469
179.0,30,149.536783
192.0,30,149.595395
58.0,4,149.603279
171.0,30,149.657391
57.0,5,149.666327
57.0,5,149.676097
171.0,30,149.728081
187.0,30,149.776642
163.0,30,149.830542
58.0,4,149.837674
59.0,3,149.840384
163.0,30,149.894794
155.0,30,149.944257
57.0,5,149.952145
147.0,30,149.998449
59.0,3,150.005128
187.0,30,150.05108
57.0,2,150.053113
57.0,2,150.058422
50.0,1,150.059371
192.0,30,150.107581
192.0,30,150.158093
50.0,1,150.159036
58.0,4,150.166311
171.0,30,150.214547
171.0,30,150.264001
59.0,3,150.270438
171.0,30,150.318642
179.0,30,150.365608
171.0,30,150.409732
139.0,30,150.458639
155.0,30,150.506297
187.0,30,150.555621
59.0,3,150.558216
192.0,30,150.765399
187.0,30,150.853671
171.0,30,150.947514
139.0,30,150.997586
192.0,30,151.044921
58.0,4,151.052094
139.0,30,151.10105
59.0,3,151.107944
171.0,30,151.157713
59.0,3,151.160498
59.0,3,151.167392
171.0,30,151.216676
171.0,30,151.262557
179.0,30,151.308818
59.0,3,151.311389
179.0,30,151.358633
171.0,30,151.40742
155.0,30,151.454636
187.0,30,151.497491
50.0,1,151.502301
58.0,4,151.505598
187.0,30,151.55651
179.0,30,151.605361
179.0,30,151.653328
171.0,30,151.701628
59.0,3,151.709353
50.0,1,151.710519
179.0,30,151.766056
58.0,4,151.773554
171.0,30,151.817565
179.0,30,151.869601
57.0,5,151.877747
59.0,3,151.884364
179.0,30,151.932834
163.0,30,151.984644
171.0,30,152.038169
179.0,30,152.086999
58.0,4,152.090431
57.0,5,152.098545
59.0,3,152.105309
139.0,30,152.155052
58.0,4,152.161074
187.0,30,152.206256
179.0,30,152.255196
57.0,5,152.263343
187.0,30,152.311796
192.0,30,152.362071
179.0,30,152.413619
171.0,30,152.461926
192.0,30,152.508638
58.0,4,152.51675
163.0,30,152.573464
179.0,30,152.621702
163.0,30,152.665568
58.0,4,152.66894
57.0,2,152.674657
171.0,30,152.722119
139.0,30,152.769544
187.0,30,152.820198
163.0,30,152.869838
57.0,5,152.877757
57.0,2,152.879461
147.0,30,152.926944
59.0,3,152.933446
192.0,30,152.981814
187.0,30,153.094757
187.0,30,153.160636
192.0,30,153.254256
187.0,30,153.332699
57.0,5,153.349317
171.0,30,153.423646
179.0,30,153.472387
192.0,30,153.522612
57.0,5,153.530782
187.0,30,153.592361
179.0,30,153.639628
192.0,30,153.686462
58.0,4,153.694242
50.0,1,153.695286
57.0,5,153.703605
192.0,30,153.751213
192.0,30,153.801189
139.0,30,153.856114
58.0,4,153.863485
155.0,30,153.909178
192.0,30,153.957077
187.0,30,154.006446
171.0,30,154.051644
179.0,30,154.099107
57.0,2,154.100906
192.0,30,154.14659
192.0,30,154.192778
171.0,30,154.241335
147.0,30,154.28278
171.0,30,154.323234
192.0,30,154.378285
139.0,30,154.426249
155.0,30,154.475147
50.0,1,154.475999
171.0,30,154.529108
50.0,1,154.53014
187.0,30,154.577609
179.0,30,154.630552
187.0,30,154.677132
179.0,30,154.726185
155.0,30,154.772747
155.0,30,154.817801
187.0,30,154.87171
57.0,2,154.877714
59.0,3,154.880243
171.0,30,154.929119
147.0,30,154.975563
50.0,1,154.980271
163.0,30,155.02797
163.0,30,155.075262
179.0,30,155.123179
179.0,30,155.17723
59.0,3,155.179924
147.0,30,155.232631
192.0,30,155.280861
59.0,3,155.286502
155.0,30,155.330222
57.0,5,155.338576
147.0,30,155.387076
187.0,30,155.434058
57.0,5,155.441296
179.0,30,155.489467
187.0,30,155.551663
179.0,30,155.626729
139.0,30,155.692809
187.0,30,155.772859
139.0,30,155.870206
147.0,30,155.931016
179.0,30,155.974632
50.0,1,155.975759
59.0,3,155.983138
57.0,5,155.993336
171.0,30,156.040647
58.0,4,156.043898
58.0,4,156.05124
187.0,30,156.099601
179.0,30,156.153567
147.0,30,156.205264
58.0,4,156.21268
171.0,30,156.260689
57.0,2,156.262387
50.0,1,156.267295
59.0,3,156.26984
192.0,30,156.320137
58.0,4,156.328164
58.0,4,156.340722
59.0,3,156.343357
171.0,30,156.400041
171.0,30,156.450706
171.0,30,156.506238
192.0,30,156.557791
155.0,30,156.608894
187.0,30,156.663245
171.0,30,156.718871
187.0,30,156.77161
50.0,1,156.777363
57.0,2,156.779183
155.0,30,156.833881
139.0,30,156.895717
171.0,30,156.951364
171.0,30,157.004237
163.0,30,157.069783
179.0,30,157.146849
187.0,30,157.203487
57.0,2,157.205577
155.0,30,157.260784
171.0,30,157.312981
58.0,4,157.321079
155.0,30,157.373786
57.0,2,157.379716
163.0,30,157.429853
139.0,30,157.479719
57.0,2,157.481622
187.0,30,157.536984
155.0,30,157.590062
58.0,4,157.597048
58.0,4,157.604406
147.0,30,157.651315
59.0,3,157.653594
155.0,30,157.698828
155.0,30,157.743575
58.0,4,157.750243
179.0,30,157.791721
139.0,30,157.838968
192.0,30,157.895075
171.0,30,157.964542
192.0,30,158.030776
192.0,30,158.085673
50.0,1,158.086732
171.0,30,158.179747
59.0,3,158.195592
59.0,3,158.199072
57.0,2,158.236058
57.0,2,158.238148
163.0,30,158.332154
139.0,30,158.434053
187.0,30,158.529186
59.0,3,158.536695
57.0,5,158.546166
59.0,3,158.548324
57.0,5,158.556883
57.0,2,158.563062
187.0,30,158.618923
59.0,3,158.621824
192.0,30,158.677718
187.0,30,158.731072
59.0,3,158.738276
57.0,2,158.740023
192.0,30,158.790983
179.0,30,158.841526
59.0,3,158.848562
59.0,3,158.856966
59.0,3,158.859545
192.0,30,158.909257
58.0,4,158.916015
58.0,4,158.923949
171.0,30,158.976758
179.0,30,159.031093
139.0,30,159.08408
147.0,30,159.133711
187.0,30,159.180866
58.0,4,159.187645
179.0,30,159.237003
171.0,30,159.287062
58.0,4,159.29056
192.0,30,159.340322
147.0,30,159.393084
50.0,1,159.398647
187.0,30,159.449244
147.0,30,159.501605
147.0,30,159.555073
59.0,3,159.557659
179.0,30,159.605254
171.0,30,159.658466
171.0,30,159.707439
187.0,30,159.757333
171.0,30,159.80741
59.0,3,159.814093
163.0,30,159.869307
192.0,30,159.927322
187.0,30,159.978576
57.0,5,159.987118
155.0,30,160.046184
171.0,30,160.105993
187.0,30,160.155169
187.0,30,160.20367
50.0,1,160.204708
59.0,3,160.211225
192.0,30,160.259546
192.0,30,160.309826
59.0,3,160.312793
59.0,3,160.319638
163.0,30,160.370181
179.0,30,160.42401
58.0,4,160.432047
187.0,30,160.481403
192.0,30,160.532547
187.0,30,160.581252
58.0,4,160.584607
179.0,30,160.633502
179.0,30,160.700247
179.0,30,160.816316
59.0,3,160.892886
139.0,30,161.012053
171.0,30,161.110203
163.0,30,161.161282
171.0,30,161.211222
171.0,30,161.260479
163.0,30,161.311169
58.0,4,161.318563
58.0,4,161.328691
171.0,30,161.37772
171.0,30,161.429295
50.0,1,161.430311
147.0,30,161.481651
192.0,30,161.530638
171.0,30,161.577148
155.0,30,161.626414
155.0,30,161.68905
179.0,30,161.746032
171.0,30,161.801057
50.0,1,161.801938
59.0,3,161.808273
179.0,30,161.874981
179.0,30,161.941125
179.0,30,161.996182
57.0,2,161.998019
179.0,30,162.04756
179.0,30,162.105462
171.0,30,162.153489
179.0,30,162.204675
179.0,30,162.250567
179.0,30,162.300391
147.0,30,162.348854
171.0,30,162.403739
57.0,2,162.4053
50.0,1,162.409512
57.0,2,162.410981
58.0,4,162.419349
192.0,30,162.476093
50.0,1,162.477089
50.0,1,162.478032
155.0,30,162.532871
59.0,3,162.541898
179.0,30,162.592843
179.0,30,162.658541
139.0,30,162.712256
179.0,30,162.762366
57.0,2,162.764156
179.0,30,162.81766
155.0,30,162.87485
58.0,4,162.882664
155.0,30,162.939674
139.0,30,162.989451
163.0,30,163.03858
58.0,4,163.04636
179.0,30,163.095212
139.0,30,163.142165
59.0,3,163.148969
59.0,3,163.155374
179.0,30,163.235568
179.0,30,163.300705
192.0,30,163.389749
163.0,30,163.49322
187.0,30,163.596674
139.0,30,163.657573
171.0,30,163.710362
57.0,2,163.712123
192.0,30,163.764213
57.0,5,163.774154
179.0,30,163.825763
171.0,30,163.886208
59.0,3,163.893242
163.0,30,163.940706
187.0,30,163.992954
171.0,30,164.044249
155.0,30,164.095775
171.0,30,164.146411
59.0,3,164.15327
192.0,30,164.202914
192.0,30,164.251179
171.0,30,164.300527
171.0,30,164.353652
192.0,30,164.404911
179.0,30,164.454496
131.0,30,164.505666
155.0,30,164.554439
192.0,30,164.60456
58.0,4,164.608079
187.0,30,164.663244
187.0,30,164.734606
179.0,30,164.789068
58.0,4,164.796525
171.0,30,164.852924
192.0,30,164.905079
58.0,4,164.913594
59.0,3,164.920447
179.0,30,164.970655
139.0,30,165.020427
192.0,30,165.070542
58.0,4,165.073978
192.0,30,165.123689
58.0,4,165.131267
192.0,30,165.180072
171.0,30,165.227611
50.0,1,165.228581
192.0,30,165.277319
155.0,30,165.328564
59.0,3,165.335669
58.0,4,165.344339
179.0,30,165.398079
59.0,3,165.401146
58.0,4,165.409359
179.0,30,165.461345
139.0,30,165.510544
147.0,30,165.561124
179.0,30,165.703959
58.0,4,165.715143
58.0,4,165.739697
58.0,4,165.75153
57.0,5,165.771299
192.0,30,165.865076
171.0,30,165.983162
179.0,30,166.035415
59.0,3,166.038114
192.0,30,166.088571
179.0,30,166.141751
192.0,30,166.199249
59.0,3,166.206573
139.0,30,166.260695
155.0,30,166.313432
57.0,5,166.32236
57.0,5,166.331071
58.0,4,166.339115
179.0,30,166.393617
163.0,30,166.443617
171.0,30,166.494579
50.0,1,166.495591
57.0,2,166.49743
147.0,30,166.549341
59.0,3,166.556782
179.0,30,166.614726
57.0,5,166.624883
171.0,30,166.679727
171.0,30,166.742022
58.0,4,166.7505
58.0,4,166.754565
59.0,3,166.762527
171.0,30,166.818883
192.0,30,166.876471
50.0,1,166.877494
192.0,30,166.929896
192.0,30,166.985248
171.0,30,167.039097
192.0,30,167.090677
179.0,30,167.142443
171.0,30,167.194199
155.0,30,167.246784
171.0,30,167.299886
139.0,30,167.349539
171.0,30,167.399208
192.0,30,167.453251
58.0,4,167.461558
139.0,30,167.506218
139.0,30,167.556871
179.0,30,167.612449
50.0,1,167.613635
163.0,30,167.666612
59.0,3,167.674013
179.0,30,167.726363
163.0,30,167.780118
163.0,30,167.842371
59.0,3,167.845318
192.0,30,167.900726
179.0,30,167.950023
155.0,30,168.000079
179.0,30,168.047147
59.0,3,168.053514
192.0,30,168.101562
187.0,30,168.151042
57.0,2,168.152659
139.0,30,168.201954
171.0,30,168.249708
57.0,2,168.25552
187.0,30,168.30272
187.0,30,168.372865
179.0,30,168.434265
50.0,1,168.435436
139.0,30,168.510646
179.0,30,168.603983
59.0,3,168.62113
163.0,30,168.701996
179.0,30,168.752116
50.0,1,168.75314
179.0,30,168.802886
187.0,30,168.858971
147.0,30,168.908061
187.0,30,168.956884
192.0,30,169.009615
171.0,30,169.058094
59.0,3,169.060928
187.0,30,169.110895
59.0,3,169.117579
57.0,2,169.119437
187.0,30,169.16795
59.0,3,169.17446
192.0,30,169.223097
179.0,30,169.274622
50.0,1,169.275721
187.0,30,169.324766
59.0,3,169.331396
139.0,30,169.379821
179.0,30,169.436412
192.0,30,169.48564
192.0,30,169.535019
50.0,1,169.535993
57.0,2,169.537679
57.0,2,169.543219
171.0,30,169.590153
50.0,1,169.591136
171.0,30,169.639557
192.0,30,169.687645
57.0,2,169.68936
187.0,30,169.737473
147.0,30,169.785781
192.0,30,169.836526
179.0,30,169.890462
179.0,30,169.938251
58.0,4,169.945664
57.0,2,169.955209
192.0,30,170.0041
59.0,3,170.006777
192.0,30,170.055588
163.0,30,170.104644
50.0,1,170.105586
155.0,30,170.153833
57.0,2,170.159659
147.0,30,170.207705
179.0,30,170.266052
179.0,30,170.321249
187.0,30,170.371103
179.0,30,170.420568
59.0,3,170.423144
58.0,4,170.430623
59.0,3,170.437299
139.0,30,170.48785
57.0,5,170.495584
50.0,1,170.496515
147.0,30,170.544853
179.0,30,170.592984
58.0,4,170.600172
187.0,30,170.709139
147.0,30,170.822014
58.0,4,170.863034
57.0,2,170.864877
171.0,30,170.947727
59.0,3,170.957689
57.0,5,170.97012
58.0,4,170.97548
187.0,30,171.034207
171.0,30,171.085439
58.0,4,171.093497
192.0,30,171.143942
50.0,1,171.144885
57.0,5,171.152791
59.0,3,171.159094
59.0,3,171.165352
192.0,30,171.212102
58.0,4,171.215457
58.0,4,171.222686
171.0,30,171.269572
179.0,30,171.323296
179.0,30,171.373128
192.0,30,171.422888
171.0,30,171.474864
187.0,30,171.524226
187.0,30,171.577465
187.0,30,171.635408
59.0,3,171.643178
179.0,30,171.691772
57.0,5,171.699131
179.0,30,171.751732
179.0,30,171.803916
171.0,30,171.859438
58.0,4,171.867585
57.0,5,171.877809
171.0,30,171.930037
171.0,30,171.981518
163.0,30,172.045819
57.0,2,172.047801
50.0,1,172.048952
59.0,3,172.057521
171.0,30,172.11565
57.0,2,172.117457
163.0,30,172.176872
179.0,30,172.234266
57.0,2,172.240275
171.0,30,172.297381
59.0,3,172.300285
192.0,30,172.352583
179.0,30,172.404058
57.0,5,172.412556
171.0,30,172.471681
58.0,4,172.480277
187.0,30,172.533261
179.0,30,172.5834
179.0,30,172.656732
171.0,30,172.729053
192.0,30,172.794094
187.0,30,172.856595
179.0,30,172.914573
59.0,3,172.9217
179.0,30,172.980347
179.0,30,173.035879
171.0,30,173.094006
57.0,5,173.102653
179.0,30,173.167863
187.0,30,173.227389
147.0,30,173.282129
50.0,1,173.283239
163.0,30,173.341701
155.0,30,173.39393
192.0,30,173.44471
58.0,4,173.453918
192.0,30,173.505755
57.0,5,173.514432
155.0,30,173.568059
179.0,30,173.620209
57.0,2,173.622387
57.0,5,173.632329
58.0,4,173.639907
59.0,3,173.642437
187.0,30,173.695501
192.0,30,173.774902
147.0,30,173.851571
163.0,30,173.925709
192.0,30,174.005976
171.0,30,174.082331
50.0,1,174.089741
57.0,2,174.091896
57.0,5,174.101522
187.0,30,174.189035
187.0,30,174.280464
50.0,1,174.281615
59.0,3,174.288825
57.0,2,174.290555
139.0,30,174.346089
147.0,30,174.399634
179.0,30,174.451253
58.0,4,174.459211
59.0,3,174.466712
187.0,30,174.519522
59.0,3,174.522169
171.0,30,174.574393
155.0,30,174.628486
187.0,30,174.678973
58.0,4,174.686837
59.0,3,174.693967
171.0,30,174.744955
139.0,30,174.799009
171.0,30,174.858952
192.0,30,174.91741
58.0,4,174.921356
179.0,30,174.979984
171.0,30,175.039456
59.0,3,175.047251
187.0,30,175.101074
192.0,30,175.153443
179.0,30,175.218305
171.0,30,175.270976
163.0,30,175.323667
59.0,3,175.330613
139.0,30,175.38186
179.0,30,175.432382
192.0,30,175.483898
155.0,30,175.535867
58.0,4,175.539261
179.0,30,175.591595
179.0,30,175.642627
58.0,4,175.650044
179.0,30,175.698052
179.0,30,175.748032
179.0,30,175.797213
192.0,30,175.849693
139.0,30,175.899995
59.0,3,175.906669
171.0,30,175.955417
147.0,30,176.007469
163.0,30,176.065622
147.0,30,176.115406
171.0,30,176.164345
59.0,3,176.166892
57.0,2,176.172649
57.0,2,176.174327
139.0,30,176.221338
50.0,1,176.222263
171.0,30,176.269149
147.0,30,176.319124
163.0,30,176.369632
192.0,30,176.418808
50.0,1,176.423973
171.0,30,176.474123
50.0,1,176.475107
171.0,30,176.522326
192.0,30,176.570186
139.0,30,176.618906
171.0,30,176.666597
192.0,30,176.716499
179.0,30,176.765256
163.0,30,176.81331
139.0,30,176.87482
179.0,30,176.92652
171.0,30,176.975178
179.0,30,177.028494
139.0,30,177.116564
155.0,30,177.219158
58.0,4,177.226996
179.0,30,177.29175
147.0,30,177.348917
139.0,30,177.428819
163.0,30,177.491917
58.0,4,177.495302
59.0,3,177.502663
171.0,30,177.552992
179.0,30,177.603314
58.0,4,177.610629
187.0,30,177.655482
179.0,30,177.704621
187.0,30,177.752883
187.0,30,177.799333
139.0,30,177.857846
139.0,30,177.908087
58.0,4,177.915959
147.0,30,177.963315
59.0,3,177.965447
147.0,30,178.010651
163.0,30,178.054365
179.0,30,178.095699
155.0,30,178.13688
139.0,30,178.191498
179.0,30,178.241693
187.0,30,178.288604
179.0,30,178.331551
187.0,30,178.378767
59.0,3,178.384198
58.0,4,178.39083
192.0,30,178.436019
155.0,30,178.48523
171.0,30,178.5379
57.0,2,178.539685
187.0,30,178.587342
155.0,30,178.641264
187.0,30,178.687995
179.0,30,178.734745
179.0,30,178.782213
187.0,30,178.829805
179.0,30,178.885179
192.0,30,178.936877
59.0,3,178.944267
179.0,30,178.993741
179.0,30,179.047656
55.0,7,179.05725
187.0,30,179.108039
155.0,30,179.157964
187.0,30,179.207376
171.0,30,179.254745
58.0,4,179.260543
50.0,1,179.261463
187.0,30,179.305254
192.0,30,179.347355
147.0,30,179.393283
139.0,30,179.441473
187.0,30,179.503231
171.0,30,179.550606
50.0,1,179.551407
57.0,5,179.559176
192.0,30,179.612831
187.0,30,179.666581
192.0,30,179.717016
139.0,30,179.769986
50.0,1,179.771075
59.0,3,179.778127
192.0,30,179.822193
58.0,4,179.831084
58.0,4,179.838681
57.0,5,179.846527
171.0,30,179.898224
163.0,30,179.976361
58.0,4,179.980894
192.0,30,180.059009
187.0,30,180.134029
56.0,6,180.159245
147.0,30,180.229083
179.0,30,180.315565
171.0,30,180.377174
139.0,30,180.42533
57.0,5,180.43217
59.0,3,180.434567
171.0,30,180.491208
171.0,30,180.54033
155.0,30,180.587059
155.0,30,180.635948
147.0,30,180.690346
171.0,30,180.736911
57.0,5,180.746411
187.0,30,180.792868
192.0,30,180.843806
171.0,30,180.893153
187.0,30,180.936011
171.0,30,180.985109
171.0,30,181.029828
179.0,30,181.073949
192.0,30,181.115092
58.0,4,181.122588
58.0,4,181.13238
59.0,3,181.134986
139.0,30,181.186838
171.0,30,181.237812
163.0,30,181.29687
155.0,30,181.344468
171.0,30,181.389386
139.0,30,181.435886
58.0,4,181.443289
59.0,3,181.449882
139.0,30,181.495355
57.0,2,181.496875
155.0,30,181.544839
187.0,30,181.593195
171.0,30,181.645625
187.0,30,181.695298
58.0,4,181.703026
171.0,30,181.750967
171.0,30,181.797896
58.0,4,181.805383
163.0,30,181.856453
187.0,30,181.901606
163.0,30,181.946066
171.0,30,181.985129
58.0,4,181.991097
57.0,5,181.998042
58.0,4,182.001711
179.0,30,182.043103
187.0,30,182.095098
179.0,30,182.13871
179.0,30,182.186731
57.0,5,182.194772
171.0,30,182.24315
179.0,30,182.290487
187.0,30,182.334675
192.0,30,182.382716
192.0,30,182.426092
187.0,30,182.471437
