#{"t_start": 1753632985.960206, "env_id": "None"}
r,l,t
179.0,30,151.374626
187.0,30,151.482506
142.0,30,151.502934
137.0,30,151.522108
179.0,30,151.54279
156.0,30,151.564827
171.0,30,151.666308
187.0,30,151.688752
166.0,30,151.711695
179.0,30,151.731339
182.0,30,151.836226
192.0,30,151.857416
187.0,30,151.878208
187.0,30,151.900445
177.0,30,151.997794
179.0,30,152.018134
179.0,30,152.037177
166.0,30,152.05961
192.0,30,152.175371
150.0,30,152.195919
158.0,30,152.218833
179.0,30,152.24255
187.0,30,152.263422
192.0,30,152.365232
179.0,30,152.384125
179.0,30,152.402889
163.0,30,152.42609
192.0,30,152.541683
169.0,30,152.562006
177.0,30,152.581161
187.0,30,152.600303
171.0,30,152.705488
187.0,30,152.725595
179.0,30,152.747779
174.0,30,152.774865
177.0,30,152.799627
171.0,30,152.983778
182.0,30,153.004649
187.0,30,153.030236
153.0,30,153.053815
161.0,30,153.172952
166.0,30,153.195155
166.0,30,153.218006
179.0,30,153.241299
179.0,30,153.351858
192.0,30,153.375124
166.0,30,153.39821
147.0,30,153.421868
151.0,18,153.435532
172.0,30,153.554569
179.0,30,153.576071
157.0,30,153.598259
174.0,30,153.624116
171.0,30,153.741835
123.0,30,153.76546
156.0,30,153.790911
161.0,30,153.812527
192.0,30,153.938518
179.0,30,153.962553
85.0,6,153.96702
187.0,30,153.992167
127.0,30,154.015853
65.0,5,154.020332
179.0,30,154.149391
192.0,22,154.166204
187.0,30,154.186856
154.0,30,154.209367
163.0,30,154.231792
163.0,30,154.339041
171.0,30,154.358367
179.0,30,154.380276
171.0,30,154.402058
192.0,30,154.509721
199.0,23,154.52732
171.0,30,154.54728
161.0,30,154.569883
171.0,30,154.692747
179.0,30,154.717322
179.0,30,154.743077
179.0,30,154.768241
171.0,30,154.791479
179.0,30,154.921267
187.0,30,154.9453
166.0,30,154.967576
174.0,30,154.986839
166.0,30,155.113589
179.0,30,155.13938
174.0,30,155.164543
171.0,30,155.188202
179.0,30,155.302131
179.0,30,155.323771
166.0,30,155.347351
179.0,30,155.370438
187.0,30,155.393034
174.0,30,155.49196
192.0,30,155.511819
187.0,30,155.531552
171.0,30,155.550946
192.0,30,155.664569
192.0,30,155.687756
137.0,30,155.714037
163.0,30,155.736223
171.0,30,155.847384
156.0,30,155.870318
163.0,30,155.892926
166.0,30,155.914177
139.0,30,156.019777
174.0,30,156.039499
147.0,30,156.06154
171.0,30,156.085612
179.0,30,156.107718
151.0,18,156.217654
182.0,30,156.239865
163.0,30,156.263311
192.0,30,156.285413
187.0,30,156.404767
150.0,30,156.425672
169.0,18,156.437547
179.0,30,156.457201
192.0,30,156.476328
192.0,30,156.576366
192.0,30,156.595999
192.0,30,156.616075
205.0,25,156.635322
192.0,30,156.762897
123.0,30,156.786582
166.0,30,156.809872
192.0,30,156.833622
192.0,30,156.858457
187.0,30,156.99026
150.0,30,157.014039
171.0,30,157.037284
155.0,30,157.05948
179.0,30,157.180584
153.0,30,157.20649
171.0,30,157.229158
192.0,30,157.249598
177.0,30,157.36432
192.0,30,157.386806
182.0,30,157.410944
169.0,30,157.434417
179.0,30,157.554731
182.0,30,157.582108
192.0,30,157.606021
158.0,30,157.631816
179.0,30,157.655737
179.0,30,157.779128
179.0,30,157.802649
179.0,30,157.833338
171.0,30,157.869591
179.0,30,157.992459
192.0,30,158.015145
182.0,30,158.037078
187.0,30,158.059721
